ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7179854,Source1,2,2020-04-16 12:29:44,2020-04-16 13:14:44,39.96659,-82.99877,39.96659,-82.99877,0.0,At US-23/OH-3/N 3rd St/4th St/Long St - Accident., E Spring St,Columbus,Franklin,OH,43215-2516,US,US/Eastern,KCMH,2020-04-16 12:51:00,45.0,38.0,34.0,29.42,10.0,W,17.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3074240,Source2,3,2018-01-17 19:54:20,2018-01-17 20:39:00,34.071472,-118.122879,,,0.0,#1 lane blocked due to accident on I-10 Eastbound before Garfield Ave.,S Garfield Ave,Alhambra,Los Angeles,CA,91803,US,US/Pacific,KCQT,2018-01-17 19:47:00,62.1,,67.0,30.09,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3999939,Source1,2,2022-06-18 12:41:08,2022-06-18 13:07:35,33.873245000000004,-117.691024,33.876255,-117.660329,1.773,Slow traffic on Riverside Fwy E - CA-91 E from Gypsum Canyon Rd (CA-91) to Green River Rd (CA-91) due to accident.,CA-91 E,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,2022-06-18 12:56:00,78.0,78.0,42.0,29.33,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4229524,Source1,2,2022-05-31 06:39:00,2022-05-31 09:29:30,34.156032,-118.446204,34.168002,-118.496862,3.012,Slow traffic on Ventura Fwy W - US-101 N from Woodman Ave (US-101) to Balboa Blvd (US-101) due to accident.,US-101 N,Sherman Oaks,Los Angeles,CA,91423,US,US/Pacific,KBUR,2022-05-31 06:53:00,60.0,60.0,75.0,29.0,9.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-605086,Source3,2,2022-06-01 07:45:05,2022-06-01 08:54:12,35.267071,-80.930328,,,0.0,Lane blocked due to crash on NC-27 Freedom Dr at Elmwood Cir.,Elmwood Cir,Charlotte,Mecklenburg,NC,28214-2009,US,US/Eastern,KCLT,2022-06-01 07:52:00,74.0,74.0,82.0,29.27,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-131700,Source2,2,2016-09-21 09:33:21,2016-09-21 10:18:05,28.578115000000004,-81.41643499999998,,,0.0,Accident on FL-423 John Young Pkwy at FL-416 Silver Star Rd.,Silver Star Rd,Orlando,Orange,FL,32804,US,US/Eastern,KORL,2016-09-21 09:53:00,82.4,,79.0,30.01,10.0,Variable,3.5,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-230939,Source2,2,2016-12-14 08:09:36,2016-12-14 08:54:11,39.405193,-77.289337,,,0.0,Accident on Boyers Mill Rd at Finn Dr.,Boyers Mill Rd,New Market,Frederick,MD,21774-6215,US,US/Eastern,KFDK,2016-12-14 07:48:00,35.6,,75.0,30.13,10.0,North,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4602010,Source1,2,2022-09-01 11:25:00,2022-09-01 13:46:20,40.915776,-77.046164,40.900159,-77.045303,1.08,Multi vehicle crash on PA 304 both directions between MAPLE ST and BEAVER RD RIDGE RD. All lanes closed., S 4th St,Mifflinburg,Union,PA,17844-1306,US,US/Eastern,KSEG,2022-09-01 11:53:00,79.0,79.0,45.0,29.53,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6458309,Source1,2,2021-01-09 19:25:30,2021-01-09 20:31:30,30.245997,-97.714965,30.242498,-97.717221,0.277,Stationary traffic from E Cesar Chavez St (N Pleasant Valley Rd) to S Lakeshore Blvd (S Pleasant Valley Rd) due to accident., S Pleasant Valley Rd,Austin,Travis,TX,78741-1902,US,US/Central,KAUS,2021-01-09 19:53:00,50.0,50.0,54.0,29.69,10.0,NNE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5721284,Source1,2,2021-12-23 16:03:24,2021-12-23 18:47:44,25.940655,-80.306768,25.942443,-80.307827,0.14,Slow traffic on FL-860 from Mediterranean Blvd to Bobolink Dr due to accident.,Mediterranean Blvd,Hialeah,Miami-Dade,FL,33015,US,US/Eastern,KOPF,2021-12-23 15:53:00,74.0,74.0,30.0,30.08,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6168197,Source1,2,2021-12-20 12:20:30,2021-12-20 12:42:30,29.785059000000004,-95.543048,29.785072,-95.544914,0.112,Slow traffic from I-10/US-90/Katy Fwy/Bunker Hill Rd (Katy Fwy Frontage) to I-10/US-90/W Beltway 8/W Sam Houston Tollway (Katy Fwy Frontage) due to accident., Katy Fwy,Houston,Harris,TX,77055-6000,US,US/Central,KMCJ,2021-12-20 11:53:00,54.0,54.0,64.0,30.15,10.0,NE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4074456,Source1,2,2022-09-08 14:44:30,2022-09-08 15:20:30,36.775308,-76.294071,36.776007,-76.283617,0.581,Stationary traffic on US-13 N - US-460 E from Canal Dr (US-13/S Military Hwy/US-460) to VA-166/Bainbridge Blvd (US-13/S Military Hwy/US-460) due to accident., S Military Hwy,Chesapeake,Chesapeake (City),VA,23324-1044,US,US/Eastern,KORF,2022-09-08 14:59:00,81.0,81.0,54.0,29.86,10.0,NNE,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5066988,Source1,4,2022-09-13 14:50:00,2022-09-13 17:22:06,40.319443,-79.34572800000002,40.319383,-79.346164,0.023,Crash on PA 982 both directions between PENN AV and INDUSTRAIL BL INDUSTRIAL BL. All lanes closed., State Route 982,Bradenville,Westmoreland,PA,15620-1060,US,US/Eastern,KLBE,2022-09-13 14:47:00,66.0,66.0,64.0,28.63,20.0,SW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2715313,Source2,2,2018-07-20 14:08:19,2018-07-20 15:08:03,30.280447,-97.717285,,,0.0,Accident on Martin Luther King Jr Blvd at Chestnut Ave.,Chestnut Ave,Austin,Travis,TX,78722-2119,US,US/Central,KATT,2018-07-20 13:51:00,99.0,,28.0,29.91,10.0,SSW,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-818599,Source2,3,2021-11-15 18:00:37,2021-11-15 18:29:39,36.194244,-86.776291,,,0.0,Right lane blocked due to accident on I-65 Southbound at I-24.,I-24 E,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2021-11-15 17:53:00,51.0,51.0,46.0,29.48,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6598224,Source1,2,2020-11-30 01:07:00,2020-11-30 05:22:48,25.921967,-80.244415,25.922754,-80.244433,0.054,Incident on NW 27TH AVE near NW 163RD ST Drive with caution., NW 27th Ave,Opa Locka,Miami-Dade,FL,33054-6807,US,US/Eastern,KOPF,2020-11-30 00:53:00,69.0,69.0,84.0,29.99,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-2166784,Source2,3,2019-04-14 14:13:30,2019-04-14 15:27:48,36.674328,-80.710098,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-77 Northbound at VA-148 Chances Creek Rd.,I-77 S,Fancy Gap,Carroll,VA,24328,US,US/Eastern,KHLX,2019-04-14 14:15:00,64.0,64.0,96.0,26.96,10.0,SSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7246864,Source1,2,2020-02-02 15:21:00,2020-02-02 16:13:59,37.73864,-122.407989,37.73864,-122.407989,0.0,At I-280/Alemany Blvd - Accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2020-02-02 14:56:00,53.0,53.0,50.0,30.09,10.0,WNW,26.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3036648,Source2,2,2018-02-27 13:25:52,2018-02-27 14:25:37,40.158676,-83.097206,,,0.0,Accident on OH-750 Powell Rd at Farmington Ave.,W Powell Rd,Powell,Delaware,OH,43065,US,US/Eastern,KOSU,2018-02-27 13:53:00,57.9,,32.0,30.28,10.0,SSW,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3638820,Source1,2,2017-06-26 10:40:23,2017-06-26 16:40:23,33.76392,-118.02797,33.760667,-118.024083,0.317,At I-405/Westminster Blvd - Accident.,San Diego Fwy S,Westminster,Orange,CA,92683,US,US/Pacific,KSLI,2017-06-26 10:58:00,82.6,,53.0,29.92,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6341028,Source1,2,2021-02-24 10:34:33,2021-02-24 13:32:30,33.360942,-81.484659,33.362072999999995,-81.483783,0.093,Incident on SC-39 near US-278 Drive with caution., SC Highway 39,Williston,Barnwell,SC,29853-5477,US,US/Eastern,KBNL,2021-02-24 10:35:00,66.0,66.0,37.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1785676,Source2,2,2019-10-29 16:22:07,2019-10-29 17:52:31,33.487289000000004,-112.22699,,,0.0,Accident on 78th Ave at Osborn Rd.,N 78th Ave,Phoenix,Maricopa,AZ,85033,US,US/Mountain,KGEU,2019-10-29 15:58:00,71.0,71.0,9.0,28.63,10.0,SW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3953209,Source1,2,2022-10-14 07:13:00,2022-10-14 12:11:54,27.962012,-82.45352199999998,27.956232,-82.482929,1.839,Slow traffic on I-275 S from Floribraska Ave/28th Ave/Exit 28 (I-275) to Howard Ave/Armenia Ave/Exit 24 (I-275) due to accident.,I-275,Tampa,Hillsborough,FL,33602,US,US/Eastern,KTPF,2022-10-14 07:15:00,,,,29.89,7.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3791326,Source1,2,2022-09-20 14:21:32.000000000,2022-09-20 15:45:33.000000000,36.016064,-88.016653,36.01669000000001,-88.008977,0.431,Incident on TN-1 EB near A260 CAMDEN LANDING RD RT Expect delays.,Crockett Landing Rd,Camden,Benton,TN,38320,US,US/Central,KCEY,2022-09-20 13:15:00,95.0,95.0,34.0,29.4,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7105644,Source1,2,2020-03-06 08:07:30,2020-03-06 09:19:01,33.81766,-118.08154,33.81766,-118.08154,0.0,At Spring St - Accident., E Wardlow Rd,Long Beach,Los Angeles,CA,90808,US,US/Pacific,KLGB,2020-03-06 07:53:00,57.0,57.0,87.0,29.98,5.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2980332,Source2,2,2018-01-31 16:35:16,2018-01-31 17:35:05,41.812614,-71.429588,,,0.0,Accident on Cranston St at Dexter St.,Dexter St,Providence,Providence,RI,02907,US,US/Eastern,KPVD,2018-01-31 16:51:00,27.0,16.7,58.0,30.12,10.0,SSW,11.5,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2014077,Source2,3,2019-08-09 10:28:06,2019-08-09 11:47:16,33.5452,-86.759392,,,0.0,Right lane blocked due to accident on I-20 Eastbound at Exit 129 Messer Airport Hwy.,Messer Airport Hwy,Birmingham,Jefferson,AL,35212,US,US/Central,KBHM,2019-08-09 10:53:00,87.0,87.0,63.0,29.34,10.0,NNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4408736,Source1,2,2022-10-08 11:10:32,2022-10-08 11:53:30,39.983294,-76.68644,39.98203,-76.69484399999997,0.453,Stationary traffic on Lincoln Hwy W - US-30 W from Memory Ln (US-30) to N Sherman St (Arsenal Rd/US-30) due to accident.,Lincoln Hwy E,York,York,PA,17402,US,US/Eastern,KTHV,2022-10-08 10:53:00,51.0,51.0,54.0,29.75,10.0,NNW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5350801,Source1,2,2022-06-13 05:56:00,2022-06-13 07:19:41,34.774818,-118.457772,34.774851,-118.455602,0.123,Incident on CA-138 near 185TH ST Drive with caution., W Avenue D,Lancaster,Los Angeles,CA,93536,US,US/Pacific,KWJF,2022-06-13 05:56:00,63.0,63.0,67.0,27.38,10.0,W,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-675950,Source2,2,2022-03-16 07:15:59,2022-03-16 07:45:36,33.823414,-84.25267,,,0.0,Left hand shoulder blocked due to crash on I-285 Southbound before Exit 38 US-29 Lawrenceville Hwy.,I-285,Tucker,Dekalb,GA,30084,US,US/Eastern,KPDK,2022-03-16 06:59:00,53.0,53.0,96.0,28.95,10.0,E,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1757832,Source2,2,2019-10-16 11:41:50,2019-10-16 13:07:56,34.126995,-80.866951,,,0.0,Accident on Clemson Rd at US-1 Two Notch Rd.,Clemson Rd,Columbia,Richland,SC,29229,US,US/Eastern,KCUB,2019-10-16 11:35:00,71.0,71.0,90.0,29.5,10.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7070339,Source1,2,2020-06-06 17:16:01,2020-06-06 19:16:01,42.17438,-119.84501000000002,42.17438,-119.84501000000002,0.0,At Greaser Reservoir - Accident., Highway 140,Adel,Lake,OR,97620,US,US/Pacific,KLKV,2020-06-06 16:53:00,46.0,39.0,71.0,25.08,10.0,S,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5938322,Source1,2,2021-11-20 16:50:30,2021-11-20 18:53:59,25.715246,-80.38405300000002,25.717208,-80.382641,0.162,Stationary traffic from Florida's Tpke S to SW 53rd Ter due to accident., SW 56th St,Miami,Miami-Dade,FL,33183,US,US/Eastern,KTMB,2021-11-20 16:53:00,76.0,76.0,85.0,30.01,10.0,NE,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2706707,Source2,2,2018-07-16 14:45:09,2018-07-16 15:14:50,35.035744,-120.486679,,,0.0,Accident on Tefft St at Mary Ave.,Mary Ave,Nipomo,San Luis Obispo,CA,93444,US,US/Pacific,KSMX,2018-07-16 14:51:00,72.0,,59.0,30.0,10.0,NW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7702425,Source1,2,2017-08-30 14:18:51,2017-08-30 20:18:51,44.980392,-93.088907,44.978079,-93.088819,0.16,At Maryland Ave/Exit 109 - Accident.,US-10 E,Saint Paul,Ramsey,MN,55117,US,US/Central,KSTP,2017-08-30 14:36:00,81.0,,56.0,30.05,10.0,West,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5509363,Source1,2,2021-08-13 15:17:43,2021-08-13 16:40:09,36.161022,-86.820823,36.163573,-86.819446,0.192,Stationary traffic on I-40 E from I-440/Exit 206 (I-40) to 28th Ave/Exit 207 (I-40) due to accident.,I-40 E,Nashville,Davidson,TN,37209,US,US/Central,KBNA,2021-08-13 15:37:00,77.0,77.0,84.0,29.46,10.0,S,7.0,0.03,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2067750,Source2,2,2019-06-23 10:39:11,2019-06-23 11:23:50,38.661469,-120.94213899999998,,,2.0299999713897705,Accident on exit ramp from US-50 Eastbound at Exit 37 to Mother Lode Dr Eastbound.,El Dorado Fwy E,Shingle Springs,El Dorado,CA,95682,US,US/Pacific,KPVF,2019-06-23 10:35:00,79.0,79.0,30.0,27.36,10.0,S,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-259099,Source2,3,2016-07-14 15:40:38,2016-07-14 17:10:38,39.303711,-76.913651,,,0.0,Accident on I-70 Westbound between I-70 and Exit 82 US-40.,I-70 W,Marriottsville,Howard,MD,21104,US,US/Eastern,KBWI,2016-07-14 15:54:00,95.0,,41.0,29.85,10.0,SW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-175087,Source2,2,2016-08-08 13:44:07,2016-08-08 14:44:07,42.022781,-88.267433,,,0.0,Accident on IL-25 Liberty St at Jay St.,S Liberty St,Elgin,Kane,IL,60120-7970,US,US/Central,KDPA,2016-08-08 13:52:00,84.0,,47.0,30.02,10.0,East,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5466924,Source1,2,2021-09-12 11:45:51,2021-09-12 13:02:27,32.299548,-110.874627,32.299543,-110.875246,0.036,Incident on E TERRITORY DR near N CRAYCROFT RD Expect delays.,E Territory Dr,Tucson,Pima,AZ,85750,US,US/Mountain,KDMA,2021-09-12 11:58:00,92.0,92.0,28.0,27.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1399216,Source2,2,2020-07-24 08:06:51,2020-07-24 09:06:32,34.100468,-117.819489,,,0.0,Right hand shoulder blocked due to accident on CA-57 Southbound before Exit 24A Covina Blvd.,CA-57 S,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,2020-07-24 07:47:00,61.0,61.0,82.0,28.89,3.0,CALM,0.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5262821,Source1,2,2022-09-09 16:33:31,2022-09-09 18:47:27,40.726182,-73.989434,40.72557800000001,-73.989868,0.048,Incident on 2ND AVE near 2ND AVE Drive with caution., 2nd Ave,New York,New York,NY,10003-8604,US,US/Eastern,KJRB,2022-09-09 16:51:00,77.0,,39.0,29.98,10.0,,,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-299846,Source2,2,2016-09-08 20:29:30,2016-09-08 20:59:30,32.922962,-96.718018,,,0.0,Slow traffic due to accident on Audelia Rd both ways at Walnut St.,Walnut St,Dallas,Dallas,TX,75243,US,US/Central,KADS,2016-09-08 20:47:00,86.0,,58.0,29.91,13.0,SSE,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-7661786,Source1,2,2017-11-20 19:20:44,2017-11-21 01:20:44,35.8931,-78.55939000000002,35.8931,-78.55939000000002,0.0,At US-1 - Accident., Perry Creek Rd,Raleigh,Wake,NC,27616-5612,US,US/Eastern,KRDU,2017-11-20 18:51:00,42.1,,62.0,30.24,10.0,Calm,,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-474053,Source2,2,2017-06-21 15:49:24,2017-06-21 16:19:14,42.959549,-85.64451600000002,,,0.0,Accident on Cherry St at Diamond Ave.,Cherry St SE,Grand Rapids,Kent,MI,49506-1461,US,US/Eastern,KGRR,2017-06-21 15:53:00,75.0,,50.0,29.97,10.0,SSW,10.4,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-302879,Source2,2,2016-07-06 13:10:43,2016-07-06 13:40:43,29.634478,-95.508202,,,0.0,Slow traffic due to accident on Fondren Rd at Gregory Blvd.,Fondren Rd,Houston,Harris,TX,77035-6549,US,US/Central,KMCJ,2016-07-06 13:15:00,95.0,,47.0,30.01,9.0,ESE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1837851,Source2,2,2019-11-22 07:37:14,2019-11-22 09:06:57,35.220249,-80.85041,,,0.0,Accident on NC-27 Morehead St at Morehead Square Dr.,E Morehead St,Charlotte,Mecklenburg,NC,28202-1813,US,US/Eastern,KCLT,2019-11-22 07:52:00,54.0,54.0,62.0,29.27,10.0,SW,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-267156,Source2,2,2016-12-28 20:09:37,2016-12-28 20:39:25,32.909546,-96.856071,,,0.01,Accident on Marsh Ln at Forest Ln.,Marsh Ln,Dallas,Dallas,TX,75244,US,US/Central,KADS,2016-12-28 19:47:00,64.4,,34.0,30.03,12.0,NNW,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-5389295,Source1,2,2022-02-07 14:47:46,2022-02-07 15:50:32,33.418213,-86.683953,33.416334,-86.667103,0.98,Stationary traffic on AL-38 - US-280 E from CR-17/Cahaba Beach Rd/Valleydale Rd (US-280) to Old AL-280/CR-41/Dunnavant Valley Rd (US-280) due to accident., Highway 280,Birmingham,Shelby,AL,35242-5314,US,US/Central,KBHM,2022-02-07 14:53:00,54.0,54.0,38.0,29.48,10.0,WNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2018857,Source2,2,2019-08-12 14:55:10,2019-08-12 16:52:43,37.317551,-120.378479,,,0.0,Lane blocked due to accident on Arboleda Dr at Olive Ave.,E Olive Ave,Merced,Merced,CA,95340-9496,US,US/Pacific,KMCE,2019-08-12 14:53:00,93.0,93.0,26.0,29.75,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1709340,Source2,2,2019-12-11 07:27:26,2019-12-11 08:12:14,30.221569,-92.062523,,,0.0,Accident on Eraste Landry Rd at Easy St.,Eraste Landry Rd,Lafayette,Lafayette,LA,70506-1926,US,US/Central,KLFT,2019-12-11 07:14:00,41.0,33.0,86.0,30.39,10.0,NNE,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5247982,Source1,2,2022-10-09 12:04:03.000000000,2022-10-09 13:20:44.000000000,25.685257,-80.313085,25.684987,-80.312834,0.024,Incident on DADELAND BLVD near S DIXIE HWY Expect delays., Dadeland Blvd,Miami,Miami-Dade,FL,33156-2954,US,US/Eastern,KTMB,2022-10-09 11:53:00,82.0,82.0,88.0,30.05,10.0,NE,5.0,0.0,Fair,False,False,True,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-1244528,Source2,2,2020-12-01 08:17:35,2020-12-01 09:03:00,40.032101,-76.29836999999998,,,0.0,Accident on Dauphin St at Duke St.,S Duke St,Lancaster,Lancaster,PA,17602-4224,US,US/Eastern,KLNS,2020-12-01 08:14:00,41.0,34.0,76.0,29.14,10.0,WSW,13.0,0.0,Light Rain,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2414642,Source2,2,2018-12-24 17:20:52,2018-12-24 17:50:33,39.723621,-121.862694,,,0.0,Accident on Rose Ave at Oak Park Ave.,Rose Ave,Chico,Butte,CA,95928-9637,US,US/Pacific,KCIC,2018-12-24 17:47:00,48.2,,100.0,29.83,10.0,SW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1599619,Source2,2,2020-01-17 07:43:48,2020-01-17 09:13:36,34.081539,-117.93953700000002,,,0.0,Accident on Eldred Ave near Conlon Ave.,W Eldred Ave,West Covina,Los Angeles,CA,91790,US,US/Pacific,KEMT,2020-01-17 07:53:00,50.0,50.0,89.0,30.1,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4886909,Source1,2,2023-01-30 04:59:00,2023-01-30 06:15:55,39.48828,-77.222608,39.488029,-77.224034,0.078,Incident on MD-31 SB near FOUNTAIN SCHOOL RD Drive with caution.,Fountain School Rd,Union Bridge,Frederick,MD,21791,US,US/Eastern,KDMW,2023-01-30 04:55:00,43.0,43.0,93.0,29.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4216128,Source1,2,2022-07-18 02:50:00,2022-07-18 04:05:30,30.390679,-83.96154,30.390778000000005,-83.970057,0.508,Incident on ARMSTRONG RD near WAUKEENAH HWY Expect delays.,Armstrong Rd,Monticello,Jefferson,FL,32344,US,US/Eastern,KTVI,2022-07-18 02:55:00,72.0,72.0,94.0,29.75,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4172197,Source1,2,2022-01-16 08:41:00,2022-01-16 13:35:00,34.85986,-82.25686800000003,34.88923,-82.171901,5.226,Slow traffic on I-85 N from I-385/Exit 51 (I-85) to SC-101/Exit 60 (I-85) due to accident.,I-85 N,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2022-01-16 08:42:00,27.0,11.0,85.0,28.68,0.5,NE,31.0,0.04,N/A Precipitation,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5644586,Source1,2,2021-12-09 08:48:28,2021-12-09 11:42:46,44.198866,-93.691662,44.19995,-93.69925,0.383,Construction on MN-60 near 516TH ST Drive with caution., State Highway 60,Elysian,Le Sueur,MN,56028-4506,US,US/Central,KACQ,2021-12-09 08:55:00,32.0,24.0,87.0,28.35,10.0,SSE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1796963,Source2,2,2019-11-04 18:43:34,2019-11-04 19:43:22,30.40608,-97.719254,,,0.0,Accident on Domain Dr at Gault Ln.,Gault Ln,Austin,Travis,TX,78758,US,US/Central,KATT,2019-11-04 18:51:00,73.0,73.0,61.0,29.24,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-716617,Source2,2,2022-02-09 08:17:27,2022-02-09 08:47:10,29.69865,-95.596107,,,0.0,Crash on Cook Rd at Sandstone St.,Cook Rd,Houston,Harris,TX,77072-2246,US,US/Central,KSGR,2022-02-09 07:53:00,38.0,38.0,83.0,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1769138,Source2,2,2019-10-23 00:22:42,2019-10-23 01:09:43,40.773613,-73.67041800000001,,,0.0,Left lane blocked due to accident on Northern Pkwy Westbound at Exits 27 27N 27S Shelter Rock Rd.,Northern State Pkwy W,Roslyn,Nassau,NY,11576,US,US/Eastern,KLGA,2019-10-23 00:44:00,63.0,63.0,97.0,29.73,2.0,SSE,5.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
